hostname,sy_pnum,pl_name,discoverymethod,pl_controv_flag,st_mass,pl_orbper,pl_orbeccen,pl_msinie,st_masserr1,pl_orbpererr1,pl_orbeccenerr1,pl_msinieerr1,st_masserr2,pl_orbpererr2,pl_orbeccenerr2,pl_msinieerr2
Kepler-47,3,Kepler-47 c,Transit,0,0.957,303.227,0.044,,0.013,0.062,0.029,,-0.015,-0.027,-0.019,
K2-384,5,K2-384 f,Transit,0,0.33,13.62749,,,0.009,0.000342,,,-0.009,-0.000574,,
K2-268,5,K2-268 d,Transit,0,0.84,4.528598,,,0.02,1.6e-05,,,-0.02,-1.5e-05,,
K2-268,5,K2-268 e,Transit,0,0.84,6.131243,,,0.02,3.2e-05,,,-0.02,-3.3e-05,,
GJ 676 A,4,GJ 676 A e,Radial Velocity,0,0.626,35.47358,0.152,6.674396547,0.063,0.0156,0.086,0.635656814,-0.063,-0.01472,-0.06,-0.635656814
GJ 667 C,5,GJ 667 C e,Radial Velocity,1,0.33,62.24,0.02,2.7,0.02,0.55,0.22,1.6,-0.02,-0.55,-0.02,-1.4
GJ 667 C,5,GJ 667 C g,Radial Velocity,1,0.33,256.2,0.08,4.6,0.02,13.8,0.41,2.6,-0.02,-7.9,-0.08,-2.3
Kepler-48,5,Kepler-48 e,Radial Velocity,0,0.88,982.0,0.003142,687.3262286,0.06,8.0,0.028616,19.86068357,-0.06,-8.0,-0.028616,-19.86068357
LHS 1678,3,LHS 1678 b,Transit,0,0.345,0.8602325,0.033,,0.014,1.3e-06,0.035,,-0.014,-1.1e-06,-0.023,
GJ 3998,3,GJ 3998 b,Radial Velocity,0,0.52,2.65033,0.0,2.5,0.05,0.00022,,0.3,-0.05,-0.00019,,-0.29
K2-239,3,K2-239 b,Transit,0,0.4,5.24,,,0.01,0.001,,,-0.01,-0.001,,
K2-233,3,K2-233 d,Transit,0,0.79,24.3681,0.18,,0.01,0.0013,0.09,,-0.01,-0.0014,-0.09,
47 UMa,3,47 UMa d,Radial Velocity,0,1.06,14002.0,0.16,521.22,0.128402,4018.0,0.09,92.17,-0.137608,-5095.0,-0.16,-152.55
GJ 9827,3,GJ 9827 b,Transit,0,0.62,1.208974,0.0,3.41,0.04,1e-06,,1.2,-0.04,-1e-06,,-0.76
K2-368,3,K2-368 c,Transit,0,0.746,9.660186,,,0.334,0.001164,,,-0.232,-0.001169,,
Kepler-411,4,Kepler-411 e,Transit Timing Variations,0,0.87,31.509728,0.016,,0.039,8.5e-05,0.002,,-0.039,-8.5e-05,-0.001,
Kepler-454,3,Kepler-454 c,Radial Velocity,0,1.03,524.19,0.0053,1433.40611557,0.04,0.2,,38.13940884,-0.03,-0.2,,-38.13940884
Kepler-758,4,Kepler-758 b,Transit,0,1.16,12.1097104,0.0,,0.122,7.142e-05,,,-0.082,-7.142e-05,,
Wolf 1061,3,Wolf 1061 d,Radial Velocity,0,0.294,217.21,0.55,7.7,,0.55,0.08,1.12,,-0.52,-0.09,-1.06
Wolf 1061,3,Wolf 1061 b,Radial Velocity,0,0.294,4.8869,0.15,1.91,,0.0005,0.13,0.26,,-0.0005,-0.1,-0.25
HD 34445,6,HD 34445 d,Radial Velocity,0,1.07,117.87,0.027,30.7,0.02,0.18,0.051,3.9,-0.02,-0.18,-0.027,-3.9
Kepler-65,4,Kepler-65 e,Radial Velocity,0,1.248,258.8,0.283,207.54299,0.018,1.5,0.064,17.79848,-0.021,-1.3,-0.071,-17.48065
K2-352,3,K2-352 c,Transit,0,0.98,8.234885,,,0.04,0.000508,,,-0.04,-0.000475,,
K2-148,3,K2-148 c,Transit,0,0.65,6.9226,,,0.061,0.0007,,,-0.061,-0.0007,,
K2-233,3,K2-233 b,Transit,0,0.79,2.467583,0.0,,0.01,6.2e-05,,,-0.01,-6.7e-05,,
K2-183,3,K2-183 d,Transit,0,0.942219,22.620344,,,0.021244,6.7e-05,,,-0.024592,-6.7e-05,,
K2-381,3,K2-381 d,Transit,0,0.754,26.803023,,,0.337,0.002775,,,-0.239,-0.003048,,
CoRoT-7,3,CoRoT-7 d,Radial Velocity,0,0.915,8.966,,,0.017,1.546,,,-0.017,-1.546,,
Kepler-281,3,Kepler-281 c,Transit,0,0.95,36.337373,0.0,,0.058,0.000111,,,-0.057,-0.000111,,
2MASS J19383260+4603591,3,Kepler-451 c,Eclipse Timing Variations,0,0.48,1460.0,0.29,511.70373527,,90.0,0.07,44.49597698,,-90.0,-0.07,-44.49597698
TOI-561,4,TOI-561 d,Transit,1,0.806,25.71268,0.111,,0.036,0.00012,0.05,,-0.036,-0.00012,-0.039,
TOI-1203,4,TOI-1203 c,Radial Velocity,0,0.886,13.0766,0.092,5.46,0.036,0.0079,0.081,0.51,-0.036,-0.0072,-0.063,-0.5
TOI-1203,4,TOI-1203 b,Radial Velocity,0,0.886,4.1572888,0.067,,0.036,5e-06,0.063,,-0.036,-4.9e-06,-0.045,
TOI-469,3,HIP 29442 d,Radial Velocity,0,0.901,6.429575,,,0.043,2.6e-05,,,-0.043,-2.6e-05,,
HD 93385,3,HD 93385 d,Radial Velocity,0,1.04,45.85,0.09,8.7,0.01,0.05,0.15,0.9,-0.01,-0.05,-0.05,-0.9
Kepler-279,4,Kepler-279 c,Transit,0,1.1,35.736,0.0,,0.16,,,,-0.13,,,
Kepler-286,4,Kepler-286 b,Transit,0,0.83,1.796302,0.0,,0.031,9e-06,,,-0.029,-9e-06,,
HD 224018,3,HD 224018 c,Transit,0,1.013,36.57669,0.02,,0.069,0.00019,0.02,,-0.061,-0.00017,-0.02,
Barnard's star,4,Barnard b,Radial Velocity,0,0.162,3.1542,0.03,0.299,0.007,0.0004,0.03,0.026,-0.007,-0.0004,-0.02,-0.026
Kepler-65,4,Kepler-65 b,Transit,0,1.25,2.15491,0.028,2.454569256,0.06,5e-06,0.031,2.397911835,-0.06,-5e-06,-0.02,-2.397911835
Kepler-158,3,Kepler-158 d,Transit,0,0.656,0.645088,,,0.073,2e-06,,,-0.049,-2e-06,,
Kepler-80,6,Kepler-80 e,Transit,0,0.73,4.64489,0.0035,,0.03,0.0002,0.0032,,-0.03,-0.00019,-0.0024,
Kepler-82,5,Kepler-82 d,Transit,0,0.946,2.382961,0.0,,0.017,5e-06,,,-0.024,-5e-06,,
Kepler-20,6,Kepler-20 b,Transit,0,0.929,3.6961049,0.083,9.512975365,0.053,1.6e-06,,1.458891087,-0.053,-1.6e-06,,-1.458891087
Kepler-446,3,Kepler-446 b,Transit,0,0.22,1.565409,0.0,,0.05,3.3e-06,,,-0.05,-3.3e-06,,
HD 224018,3,HD 224018 d,Transit,0,1.013,138.0731,0.04,,0.069,27.6127,0.05,,-0.061,-0.005,-0.04,
Kepler-385,3,Kepler-385 c,Transit,0,0.992,15.163161,0.0,,0.034,0.000269,,,-0.032,-0.000269,,
Kepler-60,3,Kepler-60 b,Transit,0,1.041,7.1334,0.0,,0.077,0.0001,,,-0.077,-0.0001,,
Kepler-104,3,Kepler-104 d,Transit,0,0.818,51.755394,0.0,5.54022107,0.013,0.00016,,4.628281034,-0.008,-0.00016,,-4.628281034
Kepler-100,4,Kepler-100 b,Transit,0,1.13,6.88734,0.13,5.444915669,0.05,7e-05,0.27,1.303137264,-0.05,-7e-05,-0.13,-1.303137264
Kepler-401,3,Kepler-401 b,Transit,0,1.173,14.383035,0.0,,0.068,0.000211,,,-0.048,-0.000211,,
Kepler-167,4,Kepler-167 d,Transit,0,0.777,21.80379,0.0,,0.034,0.00013,,,-0.031,-0.00018,,
Kepler-206,3,Kepler-206 b,Transit,0,0.957,7.781987,0.0,,0.033,5.8e-05,,,-0.03,-5.8e-05,,
Kepler-619,3,Kepler-619 d,Transit,0,1.041,11.67894236,0.0,,0.139,2.452e-05,,,-0.139,-2.452e-05,,
Kepler-403,3,Kepler-403 b,Transit,0,1.299,7.031462,0.0,,0.0505,5.1e-05,,,-0.0505,-5.1e-05,,
Kepler-85,4,Kepler-85 b,Transit,0,0.928,8.3,0.02,,0.044,,0.028,,-0.044,,-0.016,
Kepler-172,4,Kepler-172 d,Transit,0,1.081,14.627119,0.0,,0.027,0.000105,,,-0.034,-0.000105,,
Kepler-114,3,Kepler-114 d,Transit,0,0.56,11.776,0.0,,0.06,,,,-0.06,,,
Kepler-292,5,Kepler-292 b,Transit,0,0.865,2.580827,0.0,,0.021,2e-05,,,-0.029,-2e-05,,
Kepler-85,4,Kepler-85 d,Transit,0,0.947,17.91323,0.0,,0.016,0.000266,,,-0.017,-0.000266,,
Kepler-100,4,Kepler-100 e,Radial Velocity,0,1.097,60.888588,0.026437,24.14271827,0.0335,0.044471,0.127095,3.332145695,-0.0335,-0.044471,-0.127095,-3.332145695
Kepler-357,3,Kepler-357 d,Transit,0,0.794,49.499875,0.0,,0.012,0.00046,,,-0.021,-0.00046,,
Kepler-331,3,Kepler-331 b,Transit,0,0.653,8.457496,0.0,,0.014,2.4e-05,,,-0.014,-2.4e-05,,
Kepler-350,3,Kepler-350 c,Transit,0,1.0,17.849,0.0,,0.2,,,,-0.12,,,
Kepler-55,5,Kepler-55 c,Transit,0,0.62,42.1516418,0.0,,,0.00053,,,,-0.00053,,
Kepler-363,3,Kepler-363 c,Transit,0,1.226,7.542427,0.0,,0.031,5.8e-05,,,-0.075,-5.8e-05,,
HD 48948,3,HD 48948 b,Radial Velocity,0,0.686,7.34013,0.055,4.88,0.02,0.0004,0.043,0.21,-0.013,-0.0004,-0.043,-0.21
HD 48948,3,HD 48948 d,Radial Velocity,0,0.686,151.92,0.055,10.59,0.02,0.44,0.044,1.0,-0.013,-0.44,-0.044,-1.0
Kepler-272,3,Kepler-272 b,Transit,0,0.91,2.971353,0.0,,0.014,1.7e-05,,,-0.011,-1.7e-05,,
Kepler-1130,3,Kepler-1130 d,Transit,0,0.944,4.272250175,0.0,,0.039,,,,-0.066,,,
Barnard's star,4,Barnard c,Radial Velocity,0,0.162,4.1244,0.08,0.335,0.007,0.0006,0.06,0.03,-0.007,-0.0006,-0.05,-0.03
Kepler-107,4,Kepler-107 c,Transit,0,1.238,4.901452,0.08,,0.029,0.0,,,-0.029,0.0,,
Kepler-107,4,Kepler-107 b,Transit,0,1.238,3.1800218,0.1,,0.029,2.9e-06,,,-0.029,-2.9e-06,,
Kepler-127,3,Kepler-127 d,Transit,0,1.248,48.630408,0.03,,0.014,0.000128,0.28,,-0.022,-0.000128,-0.03,
Kepler-275,3,Kepler-275 d,Transit,0,1.189,35.676062,0.0,,0.036,0.000641,,,-0.037,-0.000641,,
Kepler-325,3,Kepler-325 b,Transit,0,0.914,4.544439,0.0,,0.014,8e-06,,,-0.016,-8e-06,,
Kepler-332,3,Kepler-332 c,Transit,0,0.743,15.995622,0.0,,0.014,0.000108,,,-0.025,-0.000108,,
Kepler-207,3,Kepler-207 b,Transit,0,1.313,1.611865,0.0,,0.025,6e-06,,,-0.028,-6e-06,,
Kepler-219,3,Kepler-219 c,Transit,0,1.164,22.714613,0.0,,0.035,7.5e-05,,,-0.033,-7.5e-05,,
Kepler-223,4,Kepler-223 c,Transit,0,1.125,9.84564,0.15,,0.094,0.00052,0.019,,-0.073,-0.00051,-0.051,
Kepler-402,4,Kepler-402 e,Transit,0,1.072,11.242861,0.0,,0.036,5.9e-05,,,-0.029,-5.9e-05,,
TOI-663,3,TOI-663 c,Transit,0,0.514,4.6955507,,,0.012,9.5e-06,,,-0.012,-9.4e-06,,
Kepler-238,5,Kepler-238 d,Transit,0,1.229,13.233549,0.0,,0.035,8.1e-05,,,-0.062,-8.1e-05,,
Kepler-224,4,Kepler-224 d,Transit,0,0.777,11.349393,0.0,,0.02,3.4e-05,,,-0.022,-3.4e-05,,
Kepler-30,3,Kepler-30 b,Transit,0,0.99,29.33434,0.042,,0.08,0.00815,0.003,,-0.08,-0.00815,-0.003,
Kepler-249,3,Kepler-249 b,Transit,0,0.510238,3.306539,0.0,,0.020399,1e-05,,,-0.020399,-1e-05,,
Kepler-325,3,Kepler-325 d,Transit,0,0.914,38.715185,0.0,,0.014,0.00022,,,-0.016,-0.00022,,
Kepler-149,3,Kepler-149 b,Transit,0,1.013,29.198943,0.0,,0.031,4.1e-05,,,-0.033,-4.1e-05,,
Kepler-238,5,Kepler-238 e,Transit,0,1.06,23.654,0.0,,0.17,,,,-0.12,,,
Kepler-342,4,Kepler-342 c,Transit,0,1.213,26.234138,0.0,,0.031,0.000163,,,-0.018,-0.000163,,
Kepler-106,4,Kepler-106 c,Transit,0,1.0,13.5708,0.0,13.32345722,0.06,,,2.426025306,-0.06,,,-2.426025306
Kepler-150,5,Kepler-150 c,Transit,0,0.956,7.381998,0.0,,0.018,1e-05,,,-0.021,-1e-05,,
Kepler-301,3,Kepler-301 b,Transit,0,1.022,2.508553,0.0,,0.021,1.2e-05,,,-0.029,-1.2e-05,,
Kepler-327,3,Kepler-327 c,Transit,0,0.591913,5.212333,0.0,,0.020356,1.9e-05,,,-0.020356,-1.9e-05,,
Kepler-336,3,Kepler-336 c,Transit,0,1.09,9.600001,0.0,,0.059,3.5e-05,,,-0.042,-3.5e-05,,
Kepler-299,4,Kepler-299 c,Transit,0,1.004,6.885875,0.0,,0.032,4e-05,,,-0.035,-4e-05,,
Kepler-304,4,Kepler-304 e,Transit,0,0.8,1.499146953,0.0,,0.02,2.797e-06,,,-0.026,-2.797e-06,,
Kepler-341,4,Kepler-341 e,Transit,0,0.976,42.473269,0.0,,0.03,0.000633,,,-0.029,-0.000633,,
Kepler-27,3,Kepler-27 d,Transit,0,0.926,6.546289921,0.0,,0.032,,,,-0.064,,,
Kepler-341,4,Kepler-341 b,Transit,0,0.976,5.195528,0.0,,0.03,5.3e-05,,,-0.029,-5.3e-05,,
Kepler-80,6,Kepler-80 b,Transit,0,0.73,7.05246,0.0049,,0.03,0.0002,0.0036,,-0.03,-0.00022,-0.0036,
Kepler-305,4,Kepler-305 c,Transit,0,0.76,8.291,0.0,,0.13,,,,-0.06,,,
Kepler-279,4,Kepler-279 d,Transit,0,1.1,54.414,0.0,,0.16,,,,-0.13,,,
Kepler-58,4,Kepler-58 e,Transit,0,1.017,4.45814897,0.0,,0.167,2.897e-05,,,-0.125,-2.897e-05,,
Kepler-770,3,Kepler-770 c,Transit,0,0.94,1.475322314,0.0,,0.053,4.187e-06,,,-0.057,-4.187e-06,,
Kepler-169,5,Kepler-169 d,Transit,0,0.825,8.348125,0.0,,0.007,4.1e-05,,,-0.013,-4.1e-05,,
Kepler-298,3,Kepler-298 b,Transit,0,0.66,10.475464,0.0,,0.015,2.7e-05,,,-0.015,-2.7e-05,,
Kepler-305,4,Kepler-305 e,Transit,0,0.82,3.20538,0.0,,,,,,,,,
Kepler-295,3,Kepler-295 d,Transit,0,0.89,33.884054,0.0,,0.037,0.000685,,,-0.044,-0.000685,,
Kepler-1669,3,Kepler-1669 d,Transit,0,0.609,4.72941177,0.0,,0.033,3.075e-05,,,-0.033,-3.075e-05,,
Kepler-295,3,Kepler-295 c,Transit,0,0.89,21.526258,0.0,,0.037,0.000336,,,-0.044,-0.000336,,
K2-352,3,K2-352 b,Transit,0,0.98,3.665912,,,0.04,0.000273,,,-0.04,-0.000295,,
Kepler-431,3,Kepler-431 b,Transit,0,1.071,6.803,0.0,,0.059,,,,-0.037,,,
Kepler-196,3,Kepler-196 d,Transit,0,0.805,122.0800018,0.0,,0.045,,,,-0.045,,,
HD 164922,4,HD 164922 d,Radial Velocity,0,0.926,12.458,0.12,4.0,0.029,0.003,0.13,1.0,-0.035,-0.003,-0.08,-1.0
KOI-142,3,Kepler-88 d,Radial Velocity,0,0.99,1403.0,0.41,965.0,0.023,14.0,0.03,44.0,-0.023,-14.0,-0.03,-44.0
K2-133,4,K2-133 b,Transit,0,0.461,3.07133,,,0.011,0.00011,,,-0.011,-0.00011,,
Kepler-84,5,Kepler-84 f,Transit,0,1.06,44.552169,0.0,,0.057,0.000812,,,-0.06,-0.000812,,
Kepler-160,3,Kepler-160 d,Transit Timing Variations,0,1.003,30.0,,,0.036,20.0,,,-0.034,-23.0,,
Kepler-92,3,Kepler-92 d,Transit,0,1.07,49.3568,0.07,11.8666806,0.138335,0.0024,0.34,11.28149826,-0.13016,-0.0024,-0.04,-11.28149826
Kepler-616,3,Kepler-616 d,Transit,0,1.061,51.06740189,0.0,,0.134,,,,-0.134,,,
TOI-561,4,TOI-561 b,Transit,0,0.806,0.4465697,0.0,,0.036,3e-07,,,-0.036,-3e-07,,
Kepler-352,3,Kepler-352 d,Transit,0,0.796,6.887279987,0.0,,0.046,,,,-0.046,,,
Kepler-292,5,Kepler-292 f,Transit,0,0.865,20.834237,0.0,,0.021,0.000184,,,-0.029,-0.000184,,
Kepler-290,3,Kepler-290 c,Transit,0,0.756,36.77031,0.0,,0.019,0.000183,,,-0.027,-0.000183,,
Kepler-215,4,Kepler-215 e,Transit,0,0.788,68.16101,0.0,,0.018,0.00063,,,-0.012,-0.00063,,
Kepler-401,3,Kepler-401 c,Transit,0,1.173,47.318218,0.0,,0.068,0.000695,,,-0.048,-0.000695,,
Kepler-220,4,Kepler-220 b,Transit,0,0.729,4.159807,0.0,,0.0185,1e-05,,,-0.0185,-1e-05,,
Kepler-354,3,Kepler-354 c,Transit,0,0.652,16.934402,0.0,,0.016,0.000228,,,-0.016,-0.000228,,
Kepler-206,3,Kepler-206 c,Transit,0,0.957,13.137471,0.0,,0.033,6.5e-05,,,-0.03,-6.5e-05,,
Kepler-171,3,Kepler-171 b,Transit,0,0.978,4.166972,0.0,,0.029,7e-06,,,-0.031,-7e-06,,
TOI-2076,4,TOI-2076 c,Transit,0,0.849,21.01447,0.036,,0.026,0.0006,,,-0.026,-0.0006,,
TOI-2267 A,3,TOI-2267 b,Transit,0,0.171,2.28909,,,0.0079,1.2e-06,,,-0.0079,-1.1e-06,,
TOI-2076,4,TOI-2076 e,Transit,0,0.849,3.0223753,0.0,,0.026,7.9e-06,,,-0.026,-7.9e-06,,
TOI-5789,4,TOI-5789 d,Radial Velocity,0,0.821,29.65,0.096,4.29,0.032,0.12,,0.68,-0.027,-0.12,,-0.68
KOI-351,8,KOI-351 d,Transit,0,1.2,59.73667,0.0,,0.1,0.00038,,,-0.1,-0.00038,,
GJ 887,4,GJ 887 d,Radial Velocity,0,0.495,50.77,,6.1,0.049,0.05,,1.4,-0.049,-0.05,,-1.4
Kepler-176,4,Kepler-176 b,Transit,0,0.86,5.433074,0.0,,0.016,2.4e-05,,,-0.024,-2.4e-05,,
Kepler-244,3,Kepler-244 b,Transit,0,0.933,4.311792,0.0,,0.021,8e-06,,,-0.026,-8e-06,,
Kepler-81,3,Kepler-81 b,Transit,0,0.64,5.955,0.0,,0.38,,,,-0.23,,,
K2-198,3,K2-198 d,Transit,0,0.799,7.4500177,,,0.091,5.2e-06,,,-0.045,-2.6e-06,,
K2-198,3,K2-198 c,Transit,0,0.799,3.3596055,,,0.091,4e-06,,,-0.045,-2.1e-06,,
Kepler-54,3,Kepler-54 b,Transit,0,0.51,8.0109434,0.022,,,6.9e-05,0.02,,,-6.9e-05,-0.015,
Kepler-100,4,Kepler-100 c,Transit,0,1.08,12.8159,0.02,4.002234654,0.06,,0.15,1.709816164,-0.06,,-0.01,-1.709816164
Kepler-55,5,Kepler-55 d,Transit,0,0.631,2.211099,0.0,,0.016,4e-06,,,-0.016,-4e-06,,
Kepler-82,5,Kepler-82 c,Transit,0,0.91,51.54,0.007,,0.03,0.94,0.0016,,-0.03,-0.94,-0.0018,
Kepler-172,4,Kepler-172 c,Transit,0,1.081,6.388996,0.0,,0.027,2e-05,,,-0.034,-2e-05,,
Kepler-250,3,Kepler-250 c,Transit,0,0.806,7.156804,0.0,,0.02,2.2e-05,,,-0.029,-2.2e-05,,
Kepler-1388,4,Kepler-1388 d,Transit,0,0.63,20.9568158,0.0,,0.021,0.0001713,,,-0.03,-0.0001713,,
PSR B1257+12,3,PSR B1257+12 c,Pulsar Timing,0,1.4,66.5419,0.0186,3.4,,0.0001,0.0002,,,-0.0001,-0.0002,
Kepler-215,4,Kepler-215 b,Transit,0,0.788,9.360672,0.0,,0.018,4e-05,,,-0.012,-4e-05,,
Kepler-1669,3,Kepler-1669 c,Transit,0,0.609,1.609320045,0.0,,0.033,,,,-0.033,,,
Kepler-347,3,Kepler-347 d,Transit,0,1.0,85.517344,0.0,,0.072,0.001846,,,-0.072,-0.001846,,
Kepler-191,3,Kepler-191 d,Transit,0,0.84,5.945041017,0.0,,0.042,7.63e-06,,,-0.046,-7.63e-06,,
Kepler-304,4,Kepler-304 b,Transit,0,0.737,3.295709,0.0,,0.005,2e-06,,,-0.013,-2e-06,,
Kepler-49,4,Kepler-49 b,Transit,0,0.607,7.2,0.0,,0.014,,,,-0.014,,,
Kepler-84,5,Kepler-84 b,Transit,0,1.0,8.726,0.0,,0.42,,,,-0.29,,,
Kepler-310,3,Kepler-310 c,Transit,0,0.854,56.47542,0.0,,0.034,0.000207,,,-0.032,-0.000207,,
Kepler-616,3,Kepler-616 b,Transit,0,0.98,9.99761851,0.0,,0.058,2.138e-05,,,-0.054,-2.138e-05,,
Kepler-222,3,Kepler-222 b,Transit,0,0.933,3.936981,0.0,,0.019,5e-06,,,-0.011,-5e-06,,
Kepler-276,3,Kepler-276 b,Transit,0,0.845,14.12841,0.0,,0.034,0.000111,,,-0.029,-0.000111,,
Kepler-164,4,Kepler-164 c,Transit,0,1.036,10.945723,0.0,,0.031,2.9e-05,,,-0.034,-2.9e-05,,
Kepler-290,3,Kepler-290 b,Transit,0,0.756,14.589347,0.0,,0.019,6.6e-05,,,-0.027,-6.6e-05,,
Kepler-229,3,Kepler-229 c,Transit,0,0.808,16.068638,0.0,,0.017,1.9e-05,,,-0.021,-1.9e-05,,
K2-37,3,K2-37 b,Transit,0,0.84,4.4434,,,0.03,0.00032,,,-0.03,-0.00032,,
Kepler-84,5,Kepler-84 c,Transit,0,1.0,12.883,0.0,,0.42,,,,-0.29,,,
K2-72,4,K2-72 b,Transit,0,0.271365,5.577212,0.11,,0.079196,0.000417,0.196982,,-0.090624,-0.000419,-0.087659,
K2-72,4,K2-72 d,Transit,0,0.271365,7.760178,0.11,,0.079196,0.001496,0.207832,,-0.090624,-0.001496,-0.09233,
K2-183,3,K2-183 c,Transit,0,0.942219,10.787992,,,0.021244,0.00033,,,-0.024592,-0.00033,,
K2-187,4,K2-187 d,Transit,0,0.966999,7.149584,,,0.025227,0.00012,,,-0.024169,-0.00012,,
Kepler-275,3,Kepler-275 c,Transit,0,1.189,16.088134,0.0,,0.036,0.000164,,,-0.037,-0.000164,,
Kepler-32,5,Kepler-32 e,Transit,0,0.58,2.896,0.0,,0.05,0.0003,,,-0.05,-0.0003,,
Kepler-219,3,Kepler-219 d,Transit,0,1.164,47.903645,0.0,,0.035,0.000307,,,-0.033,-0.000307,,
Kepler-235,4,Kepler-235 e,Transit,0,0.581,46.183669,0.0,,0.018,0.000425,,,-0.018,-0.000425,,
Kepler-176,4,Kepler-176 d,Transit,0,0.86,25.751974,0.0,,0.016,0.000115,,,-0.024,-0.000115,,
Kepler-82,5,Kepler-82 e,Transit,0,0.946,5.902206,0.0,,0.017,1.2e-05,,,-0.024,-1.2e-05,,
Kepler-251,4,Kepler-251 b,Transit,0,0.891,4.790936,0.0,,0.019,3.7e-05,,,-0.027,-3.7e-05,,
Kepler-53,3,Kepler-53 c,Transit,0,0.98,38.5583038,0.0,,,0.00041,,,,-0.00041,,
Kepler-42,3,Kepler-42 d,Transit,0,0.13,1.865169,0.02,,0.05,1.4e-05,0.22,,-0.05,-1.4e-05,-0.02,
Kepler-253,3,Kepler-253 b,Transit,0,0.86,3.783986,0.0,,0.023,1.7e-05,,,-0.028,-1.7e-05,,
Kepler-603,3,Kepler-603 c,Transit,0,1.01,127.9075774,0.0,,0.063,0.0004999,,,-0.063,-0.0004999,,
KOI-351,8,KOI-351 g,Transit,0,1.242,210.73514,0.0292,22.70577859,0.096,0.00017,0.0038,24.51579472,-0.097,-0.00017,-0.0038,-24.51579472
WASP-47,4,WASP-47 c,Radial Velocity,0,1.058,589.57,0.264,398.9,0.047,0.02,0.007,9.1,-0.047,-0.02,-0.012,-9.1
HD 22946,3,HD 22946 d,Transit,0,1.098,47.42489,,,0.04,0.0001,,,-0.039,-0.00011,,
HD 136352,3,HD 136352 c,Radial Velocity,0,0.87,27.59221,0.0,11.28,0.04,0.00011,,0.73,-0.04,-0.00011,,-0.69
HD 176986,3,HD 176986 b,Radial Velocity,0,0.789,6.49164,0.066,5.36,0.019,0.0003,0.066,0.44,-0.019,-0.00029,-0.066,-0.44
HD 22946,3,TOI-411 b,Transit,0,1.098,4.040295,0.126,,0.04,1.5e-05,0.19,,-0.039,-1.4e-05,-0.009,
TOI-375,3,TOI-375 b,Transit,0,1.441,9.45469,0.087,,0.076,2e-05,0.041,,-0.075,-2e-05,-0.042,
HD 39194,3,HD 39194 b,Radial Velocity,0,0.86,5.63692,0.101,4.62,0.04,0.00032,,0.32,-0.04,-0.00032,,-0.32
HD 181433,3,HD 181433 c,Radial Velocity,0,0.86,1018.5,0.2402,235.5,0.06,1.47,0.0093,10.8,-0.06,-0.78,-0.008,-11.13
V1298 Tau,4,V1298 Tau d,Transit,0,1.1,12.401394,0.0087,,0.05,9e-06,,,-0.05,-9e-06,,
LHS 1903,4,LHS 1903 b,Transit,0,0.538,2.1555098,0.015,,0.039,2.6e-06,0.014,,-0.03,-2.9e-06,-0.01,
TOI-375,3,TOI-375 d,Radial Velocity,0,1.441,297.9,,445.595426614,0.076,28.9,,98.844634577,-0.075,-18.6,,-87.720640332
TOI-178,6,TOI-178 d,Transit,0,0.647,6.557569,0.0068,,0.03,6.5e-05,0.0016,,-0.029,-5.6e-05,-0.0016,
TOI-2076,4,TOI-2076 b,Transit,0,0.849,10.35504,0.0114,,0.026,0.00014,0.0054,,-0.026,-0.00014,-0.0054,
