hostname,sy_pnum,pl_name,discoverymethod,pl_controv_flag,st_mass,pl_orbper,pl_orbeccen,pl_msinie,st_masserr1,pl_orbpererr1,pl_orbeccenerr1,pl_msinieerr1,st_masserr2,pl_orbpererr2,pl_orbeccenerr2,pl_msinieerr2
Kepler-85,4,Kepler-85 c,Transit,0,0.928,12.51,0.027,,0.044,,0.028,,-0.044,,-0.014,
K2-157,3,K2-157 d,Radial Velocity,0,0.89,66.5,0.5,23.3,0.029,0.71,,2.5,-0.029,-0.59,,-2.5
55 Cnc,7,55 Cnc b,Radial Velocity,0,1.015,14.651552,0.0029,276.0,0.051,3.6e-05,0.0027,9.0,-0.051,-3.6e-05,-0.002,-9.0
47 UMa,3,47 UMa c,Radial Velocity,0,1.06,2391.0,0.098,171.621,0.128402,100.0,0.047,20.976,-0.137608,-87.0,-0.096,-23.201
61 Vir,3,61 Vir d,Radial Velocity,0,0.942,123.01,0.35,22.9,0.034,0.55,0.09,2.6,-0.029,-0.55,-0.09,-2.6
61 Vir,3,61 Vir b,Radial Velocity,0,0.942,4.215,0.12,5.1,0.034,0.0006,0.11,0.5,-0.029,-0.0006,-0.11,-0.5
HD 136352,3,HD 136352 b,Radial Velocity,0,0.87,11.57797,0.0,4.62,0.04,8e-05,,0.45,-0.04,-0.00013,,-0.43
Kepler-549,3,Kepler-549 b,Transit,0,0.88,42.9495649,0.0,,0.039,0.0001543,,,-0.047,-0.0001543,,
HD 160691,4,HD 160691 c,Radial Velocity,0,1.13,3947.0,0.039,719.0,0.02,23.0,0.011,63.0,-0.02,-23.0,-0.011,-48.0
Kepler-19,3,Kepler-19 c,Transit Timing Variations,0,0.936,28.731,0.21,16.58028128,0.04,0.012,0.05,3.472014664,-0.04,-0.005,-0.07,-3.472014664
HD 37124,3,HD 37124 b,Radial Velocity,0,0.85,154.378,0.054,214.53525,,0.089,0.028,5.40311,,-0.089,-0.028,-5.40311
K2-165,3,K2-165 c,Transit,0,0.834847,4.382745,,,0.030908,0.000514,,,-0.030246,-0.000536,,
Kepler-19,3,Kepler-19 d,Radial Velocity,0,0.936,62.95,0.05,,0.04,0.04,0.16,,-0.04,-0.3,-0.01,
K2-198,3,K2-198 b,Transit,0,0.799,17.0428683,,,0.091,7.1e-06,,,-0.045,-3.5e-06,,
Kepler-529,3,Kepler-529 b,Transit,0,1.07,1.980357663,0.0,,0.056,2.315e-06,,,-0.057,-2.315e-06,,
Kepler-357,3,Kepler-357 b,Transit,0,0.794,6.475434,0.0,,0.012,3.4e-05,,,-0.021,-3.4e-05,,
Kepler-23,3,Kepler-23 d,Transit,0,1.078,15.27,0.01,,0.077,,0.014,,-0.077,,-0.008,
Kepler-341,4,Kepler-341 d,Transit,0,0.976,27.666313,0.0,,0.03,0.000297,,,-0.029,-0.000297,,
AU Mic,4,AU Mic e,Radial Velocity,1,0.6,33.11,,35.2,0.04,0.06,,6.7,-0.04,-0.06,,-5.4
Kepler-23,3,Kepler-23 b,Transit,0,1.078,7.1,0.017,,0.077,,0.019,,-0.077,,-0.014,
XO-2 S,3,XO-2 S c,Radial Velocity,0,0.982,120.8,0.1528,435.409,0.054,0.34,0.0094,16.844,-0.054,-0.34,-0.0098,-16.844
K2-155,3,K2-155 b,Transit,0,0.65,6.342,,,0.06,0.002,,,-0.03,-0.002,,
Kepler-603,3,Kepler-603 d,Transit,0,1.01,6.2171292,0.0,,0.063,4.234e-05,,,-0.063,-4.234e-05,,
Kepler-139,5,Kepler-139 b,Transit,0,1.078,15.771044,0.0,5.287898472,0.0255,3.7e-05,,2.105586722,-0.0255,-3.7e-05,,-2.105586722
K2-155,3,K2-155 d,Transit,0,0.65,40.718,,,0.06,0.005,,,-0.03,-0.005,,
Kepler-48,5,Kepler-48 c,Transit,0,0.88,9.67395,0.0,11.09227817,0.06,,,3.273063825,-0.06,,,-3.273063825
55 Cnc,7,55 Cnc d,Radial Velocity,0,1.015,4799.0,0.0913,1214.10451474,0.051,4.9,0.0067,41.31769291,-0.051,-15.0,-0.0067,-41.31769291
HD 160691,4,HD 160691 e,Radial Velocity,0,1.13,307.9,0.0666,156.6,0.02,0.3,0.0122,7.1,-0.02,-0.3,-0.0122,-7.0
ups And,3,ups And c,Radial Velocity,0,1.3,241.258,0.2596,629.595,,0.064,0.0079,6.03852,,-0.064,-0.0079,-6.03852
V1298 Tau,4,V1298 Tau b,Transit,0,1.1,24.140006,0.0079,,0.05,1.7e-05,0.0041,,-0.05,-1.7e-05,-0.0041,
GJ 887,4,GJ 887 c,Radial Velocity,0,0.495,21.784,0.17,6.5,0.049,0.004,0.06,1.0,-0.049,-0.004,-0.06,-0.9
HD 20794,4,HD 20794 f,Radial Velocity,0,0.79,647.6,0.45,5.82,0.01,2.5,0.1,0.57,-0.01,-2.7,-0.11,-0.57
K2-165,3,K2-165 d,Transit,0,0.834847,14.101361,,,0.030908,0.001146,,,-0.030246,-0.001065,,
Kepler-1254,3,Kepler-1254 c,Transit,0,0.78,3.60084276,0.0,,0.039,1.9e-05,,,-0.05,-1.9e-05,,
Kepler-255,3,Kepler-255 c,Transit,0,0.867,9.946047,0.0,,0.064,3.5e-05,,,-0.032,-3.5e-05,,
K2-80,3,K2-80 c,Transit,0,0.9,5.605,,,0.08,0.0011,,,-0.08,-0.0011,,
Kepler-288,3,Kepler-288 d,Transit,0,0.842,56.633742,0.0,,0.022,0.000908,,,-0.015,-0.000908,,
Kepler-49,4,Kepler-49 d,Transit,0,0.549,2.576549,0.0,,0.009,3e-06,,,-0.009,-3e-06,,
KOI-7892,3,Kepler-457 d,Transit,0,1.148,10.6906004,0.0,,0.192,,,,-0.157,,,
TOI-7510,3,TOI-7510 b,Transit,0,1.063,11.530869,0.0572,,0.065,,0.0033,,-0.065,,-0.0033,
Kepler-381,3,Kepler-381 d,Transit,0,1.198,8.256299973,0.0,,0.144,,,,-0.159,,,
Kepler-176,4,Kepler-176 e,Transit,0,0.87,51.16579,0.0,,0.041,0.0006432,,,-0.048,-0.0006432,,
Kepler-194,3,Kepler-194 c,Transit,0,0.94,17.308032,0.0,,0.034,7.9e-05,,,-0.034,-7.9e-05,,
Kepler-374,3,Kepler-374 b,Transit,0,1.033,1.897806,0.0,,0.033,1.1e-05,,,-0.029,-1.1e-05,,
TOI-270,3,TOI-270 b,Transit,0,0.386,3.35992,0.0167,,0.008,5e-05,0.0084,,-0.008,-5e-05,-0.0089,
TOI-270,3,TOI-270 c,Transit,0,0.386,5.66051,0.0044,,0.008,4e-05,0.0005,,-0.008,-4e-05,-0.0006,
TOI-270,3,TOI-270 d,Transit,0,0.386,11.38194,0.0066,,0.008,0.00011,0.002,,-0.008,-0.00011,-0.002,
HD 28109,3,HD 28109 b,Transit,0,1.227,22.891054,0.0071,,0.052,8.5e-05,0.0475,,-0.052,-9e-05,-0.0071,
HD 28109,3,HD 28109 c,Transit,0,1.227,55.99712,0.0039,,0.052,0.00034,0.0041,,-0.052,-0.00037,-0.0037,
HD 28109,3,HD 28109 d,Transit,0,1.227,84.2899,0.0054,,0.052,0.0018,0.0027,,-0.052,-0.0015,-0.0036,
HD 153557,3,HD 153557 b,Radial Velocity,0,0.79,7.29903,0.065,20.341018048,0.091,0.00033,0.053,1.906970442,-0.091,-0.00031,-0.037,-2.224798849
Kepler-324,4,Kepler-324 e,Transit,0,0.844,13.97939968,0.0,,0.049,,,,-0.044,,,
Kepler-194,3,Kepler-194 b,Transit,0,0.94,2.092281,0.0,,0.034,8e-06,,,-0.034,-8e-06,,
Kepler-157,3,Kepler-157 d,Transit,0,1.02,7.02573474,0.0,,0.042,2.388e-05,,,-0.043,-2.388e-05,,
Kepler-763,3,Kepler-763 c,Transit,0,0.8,4.09667624,0.0,,0.048,1.956e-05,,,-0.028,-1.956e-05,,
Kepler-157,3,Kepler-157 c,Transit,0,0.95,13.5405,0.0,,0.032,4.9e-05,,,-0.032,-4.9e-05,,
Kepler-758,4,Kepler-758 e,Transit,0,1.16,8.1934719,0.0,,0.122,0.0001036,,,-0.082,-0.0001036,,
Kepler-1468,3,Kepler-1468 c,Transit,0,1.04,3.54553021,0.0,,0.083,2.273e-05,,,-0.075,-2.273e-05,,
K2-266,4,K2-266 b,Transit,0,0.686,0.658524,,,0.033,1.7e-05,,,-0.033,-1.7e-05,,
K2-266,4,K2-266 d,Transit,0,0.686,14.697,0.047,9.4,0.033,0.00034,0.043,2.9,-0.033,-0.00035,-0.032,-2.0
K2-266,4,K2-266 e,Transit,0,0.686,19.482,0.043,8.3,0.033,0.0012,0.036,2.7,-0.033,-0.0012,-0.03,-1.8
Kepler-271,3,Kepler-271 b,Transit,0,0.9,10.43547805,0.0,,0.041,2.7e-05,,,-0.045,-2.7e-05,,
Kepler-122,5,Kepler-122 e,Transit,0,0.982,37.993273,0.0,,0.028,0.00039,,,-0.029,-0.00039,,
GJ 676 A,4,GJ 676 A d,Radial Velocity,0,0.626,3.60076,0.192,3.813940884,0.063,0.00019,0.073,0.317828407,-0.063,-0.0002,-0.079,-0.317828407
Kepler-218,3,Kepler-218 b,Transit,0,1.019,3.619337,0.0,,0.021,1.1e-05,,,-0.021,-1.1e-05,,
K2-80,3,K2-80 b,Transit,0,0.9,19.0918,,,0.08,0.0064,,,-0.08,-0.0064,,
K2-285,4,K2-285 d,Transit,0,0.83,10.45582,0.0,,0.023,0.00025,,,-0.023,-0.00023,,
K2-285,4,K2-285 e,Transit,0,0.83,14.76289,0.0,,0.023,0.00065,,,-0.023,-0.00061,,
Kepler-359,3,Kepler-359 b,Transit,0,0.827,25.563222,0.0,,0.03,0.000202,,,-0.029,-0.000202,,
Kepler-48,5,Kepler-48 f,Radial Velocity,0,0.916,5219.681854,0.015283,298.5809968,0.0215,373.576493,0.13506,92.71232669,-0.0215,-373.576493,-0.13506,-92.71232669
Kepler-172,4,Kepler-172 e,Transit,0,1.081,35.118736,0.0,,0.027,0.000253,,,-0.034,-0.000253,,
Kepler-281,3,Kepler-281 d,Transit,0,0.984,148.2720032,0.0,,0.102,,,,-0.114,,,
K2-285,4,K2-285 b,Transit,0,0.83,3.471745,0.0,,0.023,4.4e-05,,,-0.023,-4.6e-05,,
Kepler-208,4,Kepler-208 d,Transit,0,1.082,11.131786,0.0,,0.03,0.000131,,,-0.03,-0.000131,,
Kepler-221,4,Kepler-221 e,Transit,0,0.854,18.369917,0.0,,0.012,2.9e-05,,,-0.016,-2.9e-05,,
HD 10180,6,HD 10180 g,Radial Velocity,0,1.06,604.67,0.263,23.265156,0.05,10.42,0.152,4.386054,-0.05,-10.42,-0.152,-4.386054
HD 23472,5,HD 23472 b,Transit,0,0.67,17.667087,0.072,,0.03,4.2e-05,0.039,,-0.03,-4.2e-05,-0.04,
HD 23472,5,HD 23472 c,Transit,0,0.67,29.79749,0.063,,0.03,0.00013,0.054,,-0.03,-0.00014,-0.043,
TOI-712,3,TOI-712 b,Transit,0,0.732,9.531361,0.54,,0.027,1.8e-05,0.26,,-0.025,-1.7e-05,-0.2,
TOI-712,3,TOI-712 c,Transit,0,0.732,51.69906,0.089,,0.027,0.00017,0.083,,-0.025,-0.00017,-0.056,
TOI-712,3,TOI-712 d,Transit,0,0.732,84.8396,0.073,,0.027,0.00043,0.064,,-0.025,-0.0004,-0.049,
TOI-4504,3,TOI-4504 c,Transit,0,0.89,82.97213,0.032,,0.06,0.00013,0.0016,,-0.04,-0.00013,-0.0014,
TOI-4504,3,TOI-4504 b,Transit,0,0.89,2.42614,0.0,,0.06,0.00014,,,-0.04,-0.00013,,
HD 23472,5,HD 23472 f,Transit,0,0.67,12.1621839,0.07,,0.03,0.00012,0.048,,-0.03,-9.9e-05,-0.051,
HD 23472,5,HD 23472 d,Transit,0,0.67,3.97664,0.07,,0.03,3e-05,0.05,,-0.03,-4.4e-05,-0.047,
HD 23472,5,HD 23472 e,Transit,0,0.67,7.90754,0.07,,0.03,0.00011,0.052,,-0.03,-0.00011,-0.047,
TOI-4504,3,TOI-4504 d,Transit Timing Variations,0,0.89,40.5634,0.0445,,0.06,0.0363,0.001,,-0.04,-0.0368,-0.0009,
Kepler-401,3,Kepler-401 d,Transit,0,1.17,184.256405,0.0,,0.068,0.00317,,,-0.053,-0.00317,,
Kepler-25,3,Kepler-25 b,Transit,0,1.165,6.238297,0.0029,10.79716709,0.027,1.7e-05,0.0023,3.089960654,-0.029,-1.7e-05,-0.0017,-3.089960654
GJ 180,3,GJ 180 c,Radial Velocity,0,0.43,24.329,0.09,6.4,,0.052,0.2,3.7,,-0.066,-0.09,-4.1
Kepler-203,3,Kepler-203 c,Transit,0,1.06,5.370647,0.0,,0.022,8e-06,,,-0.036,-8e-06,,
Kepler-221,4,Kepler-221 b,Transit,0,0.854,2.795906,0.0,,0.012,4e-06,,,-0.016,-4e-06,,
Kepler-160,3,Kepler-160 c,Transit,0,1.003,13.699429,0.0,,0.036,1.8e-05,,,-0.034,-1.8e-05,,
GJ 1061,3,GJ 1061 c,Radial Velocity,0,0.12,6.6821,0.02,1.74,0.01,0.0008,0.03,0.23,-0.01,-0.0008,-0.02,-0.23
Kepler-49,4,Kepler-49 c,Transit,0,0.607,10.91,0.008,,0.014,,0.023,,-0.014,,-0.005,
Kepler-1321,3,Kepler-1321 d,Transit,0,0.513,5.720920086,0.0,,0.036,,,,-0.054,,,
Kepler-411,4,Kepler-411 d,Transit,0,0.87,58.02035,0.128,,0.039,0.00056,0.003,,-0.039,-0.00056,-0.003,
Kepler-411,4,Kepler-411 c,Transit,0,0.87,7.834435,0.108,,0.039,2e-06,0.003,,-0.039,-2e-06,-0.004,
Kepler-394,3,Kepler-394 d,Transit,0,1.141,5.613580227,0.0,,0.169,,,,-0.152,,,
K2-133,4,K2-133 e,Transit,0,0.461,26.5841,,,0.011,0.0018,,,-0.011,-0.0017,,
Kepler-25,3,Kepler-25 c,Transit,0,1.165,12.7207,0.0061,24.06546146,0.027,0.00011,0.0049,4.031824595,-0.029,-0.0001,-0.0041,-4.031824595
Kepler-139,5,Kepler-139 c,Transit,0,1.078,157.072878,0.0,23.25579681,0.0255,0.00172,,4.728831138,-0.0255,-0.00172,,-4.728831138
Kepler-385,3,Kepler-385 d,Transit,0,1.05,56.4159,0.0,,,,,,,,,
Kepler-176,4,Kepler-176 c,Transit,0,0.86,12.759712,0.0,,0.016,3.3e-05,,,-0.024,-3.3e-05,,
HD 96700,3,HD 96700 c,Radial Velocity,0,0.89,19.88,0.293,3.5,0.01,0.01,,0.4,-0.01,-0.01,,-0.4
Kepler-247,3,Kepler-247 d,Transit,0,0.887,20.477912,0.0,,0.016,2.6e-05,,,-0.022,-2.6e-05,,
K2-268,5,K2-268 b,Transit,0,0.84,2.151676,,,0.02,5e-06,,,-0.02,-6e-06,,
Kepler-1542,4,Kepler-1542 c,Transit,0,0.94,2.89223021,0.0,,0.032,1.472e-05,,,-0.031,-1.472e-05,,
HD 219134,6,HD 219134 c,Radial Velocity,0,0.81,6.76458,0.062,3.12,0.03,0.00033,0.039,0.42,-0.03,-0.00033,-0.039,-0.4
HD 219134,6,HD 219134 f,Radial Velocity,1,0.81,22.717,0.148,6.43,0.03,0.015,0.047,0.66,-0.03,-0.015,-0.047,-0.64
HD 219134,6,HD 219134 h,Radial Velocity,0,0.794,2247.0,0.06,108.0622,0.037,43.0,0.04,6.3566,-0.022,-43.0,-0.04,-6.3566
Kepler-331,3,Kepler-331 c,Transit,0,0.653,17.28111,0.0,,0.014,6.4e-05,,,-0.014,-6.4e-05,,
Kepler-1311,3,Kepler-1311 b,Transit,0,1.05,11.1726994,0.0,,0.083,0.0001387,,,-0.058,-0.0001387,,
K2-58,3,K2-58 c,Transit,0,0.89,2.53726,,,0.08,0.00017,,,-0.08,-0.00017,,
Kepler-92,3,Kepler-92 c,Transit,0,1.21,26.723,0.04,12.70107412,0.08,,0.22,10.25372377,-0.08,,-0.04,-10.25372377
Kepler-167,4,Kepler-167 b,Transit,0,0.777,4.3931539,0.0,,0.034,4.8e-06,,,-0.031,-4.6e-06,,
Kepler-127,3,Kepler-127 c,Transit,0,1.248,29.393195,0.03,,0.014,7.3e-05,0.14,,-0.022,-7.3e-05,-0.03,
GJ 357,3,GJ 357 d,Radial Velocity,0,0.342,55.661,,6.1,0.011,0.055,,1.0,-0.011,-0.055,,-1.0
Kepler-374,3,Kepler-374 c,Transit,0,1.033,3.282807,0.0,,0.033,2e-05,,,-0.029,-2e-05,,
Kepler-186,5,Kepler-186 e,Transit,0,0.478,22.407704,0.0,,0.055,7.4e-05,,,-0.055,-7.2e-05,,
HD 134606,5,HD 134606 f,Radial Velocity,0,1.046,26.915,0.081,5.63,0.07,0.016,0.1,0.72,-0.059,-0.016,-0.059,-0.69
GJ 3998,3,GJ 3998 d,Radial Velocity,0,0.52,41.78,0.0,6.07,0.05,0.05,,1.0,-0.05,-0.05,,-0.96
HD 33142,3,HD 33142 d,Radial Velocity,0,1.52,89.9,0.191,63.5656814,0.03,0.1,0.14,6.35656814,-0.03,-0.1,-0.128,-9.53485221
HD 158259,5,HD 158259 b,Radial Velocity,0,1.08,2.178,,2.22,0.1,9e-05,,0.39,-0.1,-0.0001,,-0.45
HD 158259,5,HD 158259 d,Radial Velocity,0,1.08,5.1980814,,5.41,0.1,0.0008186,,0.74,-0.1,-0.0008814,,-0.71
Kepler-184,3,Kepler-184 b,Transit,0,0.872,10.687576,0.0,,0.024,2.5e-05,,,-0.028,-2.5e-05,,
HD 158259,5,HD 158259 e,Radial Velocity,0,1.08,7.951,,6.08,0.1,0.0022,,0.94,-0.1,-0.0021,,-1.03
HD 158259,5,HD 158259 f,Radial Velocity,0,1.08,12.028,,6.14,0.1,0.009,,1.31,-0.1,-0.009,,-1.37
L 98-59,5,L 98-59 b,Transit,0,0.2923,2.253114,0.031,,0.0067,4e-07,0.017,,-0.0067,-4e-07,-0.016,
L 98-59,5,L 98-59 c,Transit,0,0.2923,3.6906764,0.002,,0.0067,4e-07,0.002,,-0.0067,-4e-07,-0.001,
L 98-59,5,L 98-59 d,Transit,0,0.2923,7.450729,0.006,,0.0067,2e-06,0.007,,-0.0067,-2e-06,-0.004,
Kepler-218,3,Kepler-218 d,Transit,0,1.01,124.5244647,0.0,,0.038,0.0005822,,,-0.037,-0.0005822,,
Kepler-215,4,Kepler-215 d,Transit,0,0.788,30.864423,0.0,,0.018,9.2e-05,,,-0.012,-9.2e-05,,
HD 20782,5,HD 20782 b,Radial Velocity,0,1.04,597.0643,0.95,472.83,0.134951,0.0256,0.001,33.22,-0.107228,-0.0256,-0.001,-33.88
Kepler-48,5,Kepler-48 b,Transit,0,0.88,4.778,0.0,6.609155809,0.06,,,2.832601458,-0.06,,,-2.832601458
Kepler-292,5,Kepler-292 e,Transit,0,0.865,11.97901,0.0,,0.021,0.000101,,,-0.029,-0.000101,,
GJ 433,3,GJ 433 d,Radial Velocity,0,0.48,36.059,0.07,5.223,,0.016,0.05,0.921,,-0.016,-0.05,-0.921
K2-268,5,K2-268 c,Transit,0,0.84,9.327527,,,0.02,2.1e-05,,,-0.02,-2e-05,,
Kepler-416,3,Kepler-416 c,Transit Timing Variations,0,1.0,12.209,0.0,,,,,,,,,
K2-16,3,EPIC 201754305 d,Transit,0,0.67,2.71578,,,0.03,0.00031,,,-0.04,-0.00031,,
HD 20794,4,HD 20794 b,Radial Velocity,0,0.79,18.314,0.064,2.15,0.01,0.0022,0.065,0.17,-0.01,-0.0022,-0.046,-0.17
GJ 887,4,GJ 887 b,Radial Velocity,0,0.495,9.2619,0.14,3.9,0.049,0.0005,0.06,0.5,-0.049,-0.0005,-0.06,-0.5
LHS 1903,4,LHS 1903 d,Transit,0,0.538,12.566287,0.112,,0.039,3.2e-05,0.055,,-0.03,-2.8e-05,-0.044,
Kepler-326,3,Kepler-326 d,Transit,0,0.91,6.766888,0.0,,0.011,2.3e-05,,,-0.01,-2.3e-05,,
Kepler-129,3,Kepler-129 c,Transit,0,1.178,82.2,0.2,25.31373539,0.021,,0.15,9.341860287,-0.03,,-0.2,-9.341860287
Kepler-1468,3,Kepler-1468 d,Transit,0,1.072,19.59059906,0.0,,0.112,,,,-0.084,,,
Kepler-1987,4,Kepler-1987 e,Transit,0,0.799,8.74292005,0.0,,0.041,3.311e-05,,,-0.081,-3.311e-05,,
KOI-351,8,KOI-351 f,Transit,0,1.2,124.9144,0.0,,0.1,0.0019,,,-0.1,-0.0019,,
Kepler-351,3,Kepler-351 d,Transit,0,0.81,142.544247,0.0,,0.047,0.002303,,,-0.063,-0.002303,,
Kepler-324,4,Kepler-324 b,Transit,0,0.901,4.385315,0.0,,0.017,2.5e-05,,,-0.027,-2.5e-05,,
K2-138,6,K2-138 d,Transit,0,0.935,5.40479,0.043,,0.019,0.00021,0.041,,-0.023,-0.00021,-0.03,
K2-138,6,K2-138 e,Transit,0,0.935,8.26146,0.077,,0.019,0.00021,0.048,,-0.023,-0.00022,-0.049,
K2-138,6,K2-138 f,Transit,0,0.935,12.75758,0.062,,0.019,0.0005,0.064,,-0.023,-0.00048,-0.043,
Kepler-1542,4,Kepler-1542 e,Transit,0,0.94,5.10115756,0.0,,0.032,2.409e-05,,,-0.031,-2.409e-05,,
K2-32,4,K2-32 d,Transit,0,0.83,31.71701,0.05,,0.02,0.00101,0.053,,-0.02,-0.00096,-0.035,
K2-32,4,K2-32 b,Transit,0,0.83,8.992,0.03,,0.02,8e-05,0.032,,-0.02,-8e-05,-0.021,
Kepler-299,4,Kepler-299 b,Transit,0,1.004,2.927128,0.0,,0.032,3.3e-05,,,-0.035,-3.3e-05,,
K2-32,4,K2-32 c,Transit,0,0.83,20.66093,0.049,,0.02,0.0008,0.046,,-0.02,-0.00079,-0.035,
HD 164922,4,HD 164922 b,Radial Velocity,0,0.926,1207.0,0.08,116.0,0.029,4.0,0.06,10.0,-0.035,-5.0,-0.05,-12.0
Kepler-55,5,Kepler-55 f,Transit,0,0.631,10.198545,0.0,,0.016,4.5e-05,,,-0.016,-4.5e-05,,
Kepler-1073,3,Kepler-1073 d,Transit,0,0.924,2.504760027,0.0,,0.062,,,,-0.043,,,
K2-138,6,K2-138 g,Transit,0,0.935,41.96797,0.059,,0.019,0.00843,0.063,,-0.023,-0.00725,-0.04,
TOI-1749,3,TOI-1749 d,Transit,0,0.58,9.0497,0.062,,0.03,0.0049,,,-0.03,-0.0032,,
Kepler-53,3,Kepler-53 d,Transit,0,0.966,9.751962,0.0,,0.035,7.7e-05,,,-0.033,-7.7e-05,,
Kepler-394,3,Kepler-394 c,Transit,0,0.87,12.130686,0.0,,0.03,0.00018,,,-0.027,-0.00018,,
55 Cnc B,7,55 Cnc B b,Radial Velocity,0,0.26,6.7994,0.0,3.5,0.02,0.0013,,0.8,-0.02,-0.0014,,-0.8
55 Cnc,7,55 Cnc c,Radial Velocity,0,1.015,44.3936,0.088,56.6,0.051,0.0024,0.23,2.2,-0.051,-0.0024,-0.23,-2.2
61 Vir,3,61 Vir c,Radial Velocity,0,0.942,38.021,0.14,18.2,0.034,0.034,0.06,1.1,-0.029,-0.034,-0.06,-1.1
Kepler-245,4,Kepler-245 c,Transit,0,0.856,17.460812,0.0,,0.02,7.6e-05,,,-0.026,-7.6e-05,,
HD 10180,6,HD 10180 c,Radial Velocity,0,1.06,5.75969,0.073,13.221728,0.05,0.00028,0.031,0.444962,-0.05,-0.00028,-0.031,-0.444962
Kepler-178,3,Kepler-178 b,Transit,0,0.852,9.576694,0.0,,0.03,2.1e-05,,,-0.026,-2.1e-05,,
Kepler-334,3,Kepler-334 b,Transit,0,1.022,5.470319,0.0,,0.0235,2.1e-05,,,-0.0235,-2.1e-05,,
Kepler-311,3,Kepler-311 b,Transit,0,0.994,9.176092,0.0,,0.033,5.7e-05,,,-0.029,-5.7e-05,,
HD 69830,3,HD 69830 c,Radial Velocity,0,0.86,31.56,0.13,11.8,0.03,0.04,0.06,,-0.03,-0.04,-0.06,
HD 219134,6,HD 219134 b,Radial Velocity,0,0.81,3.092926,0.0,3.81396,0.03,1e-05,,0.31783,-0.03,-1e-05,,-0.31783
rho CrB,3,rho CrB b,Radial Velocity,1,1.0,39.849,0.046,347.995,,0.002,0.002,0.054,,-0.002,-0.002,-0.054
rho CrB,3,rho CrB c,Radial Velocity,0,1.0,102.036,0.048,27.442,,0.204,0.034,0.709,,-0.204,-0.034,-0.709
rho CrB,3,rho CrB e,Radial Velocity,0,1.0,12.904,0.082,3.71,,0.011,0.047,0.598,,-0.011,-0.047,-0.598
HD 153557,3,HD 153557 c,Radial Velocity,0,0.79,15.27018,0.511,17.480562385,0.091,0.0014,0.037,1.589142035,-0.091,-0.00117,-0.029,-1.906970442
Kepler-107,4,Kepler-107 d,Transit,0,1.238,7.95839,0.11,,0.029,0.00012,,,-0.029,-0.00012,,
Kepler-127,3,Kepler-127 b,Transit,0,1.248,14.435889,0.47,,0.014,6.3e-05,0.06,,-0.022,-6.3e-05,-0.39,
HD 184010,3,HD 184010 c,Radial Velocity,0,1.35,484.3,0.0,95.3485221,0.19,5.5,,9.53485221,-0.21,-3.5,,-19.06970442
Kepler-30,3,Kepler-30 c,Transit,0,0.99,60.323105,0.0111,,0.08,0.000244,0.001,,-0.08,-0.000244,-0.001,
Kepler-9,3,Kepler-9 b,Transit,0,1.022,19.23891,0.0609,25.90393345,0.029,6e-05,0.001,9.633306767,-0.039,-6e-05,-0.0013,-9.633306767
Kepler-60,3,Kepler-60 d,Transit,0,1.041,11.8981,0.002,,0.077,0.0002,0.0051,,-0.077,-0.0002,-0.0015,
TOI-1246,4,TOI-1246 b,Transit,0,0.87,4.30744,,,0.03,2e-05,,,-0.03,-2e-05,,
Kepler-403,3,Kepler-403 d,Transit,0,1.25,13.61159129,0.0,,0.088,8.288e-05,,,-0.059,-8.288e-05,,
Kepler-256,4,Kepler-256 e,Transit,0,1.037,10.681572,0.0,,0.024,6.6e-05,,,-0.028,-6.6e-05,,
TOI-500,4,TOI-500 c,Radial Velocity,0,0.74,6.6356,0.072,5.03,0.017,0.004,0.074,0.41,-0.017,-0.004,-0.05,-0.41
K2-157,3,K2-157 c,Radial Velocity,0,0.89,25.942,0.2,30.8,0.029,0.045,,1.9,-0.029,-0.044,,-1.9
TOI-500,4,TOI-500 b,Transit,0,0.74,0.548177,0.063,,0.017,1.9e-05,0.073,,-0.017,-1.9e-05,-0.044,
K2-368,3,K2-368 b,Transit,0,0.746,5.025598,,,0.334,0.000287,,,-0.232,-0.000342,,
K2-58,3,K2-58 b,Transit,0,0.89,7.05254,,,0.08,0.00032,,,-0.08,-0.00032,,
Kepler-192,3,Kepler-192 d,Transit,0,0.94,6.47027579,0.0,,0.034,4.32e-05,,,-0.033,-4.32e-05,,
Kepler-282,4,Kepler-282 e,Transit,0,0.97,44.347,0.0,,0.1,,,,-0.12,,,
KOI-351,8,Kepler-90 i,Transit,0,1.12,14.44912,0.0,,0.046,0.0002,,,-0.046,-0.0002,,
TOI-375,3,TOI-375 c,Radial Velocity,0,1.441,115.5,,669.346625142,0.076,2.0,,70.875734761,-0.075,-1.6,,-67.379622284
GJ 887,4,GJ 887 e,Radial Velocity,0,0.495,4.4249,,1.46,0.049,0.00014,,0.19,-0.049,-0.00013,,-0.18
AU Mic,4,AU Mic d,Transit Timing Variations,0,0.51,12.73596,0.00305,,0.028,0.00793,0.00104,,-0.027,-0.00793,-0.00104,
Kepler-62,5,Kepler-62 f,Transit,0,0.69,267.291,0.0,,0.02,0.005,,,-0.02,-0.005,,
Kepler-203,3,Kepler-203 b,Transit,0,1.06,3.162697,0.0,,0.022,4e-06,,,-0.036,-4e-06,,
Kepler-138,4,Kepler-138 e,Transit Timing Variations,0,0.535,38.23,0.112,,0.012,0.006,0.018,,-0.012,-0.006,-0.024,
